arm,offset_deg,min_gap_deg,success_rate,survival_rate,mean_reward,mean_steps_alive,mean_final_drift
4,10.0,50.0,0.0,0.0,6.185105724260211,594.0,nan
4,12.5,47.5,0.0,0.0,5.448176066856831,526.0,nan
4,15.0,45.0,0.0,0.0,4.885561656206846,474.0,nan
4,17.5,42.5,0.0,0.0,4.433341862633824,432.0,nan
4,20.0,40.0,0.0,0.0,4.0591793595813215,397.0,nan
4,22.5,37.5,0.0,0.0,3.7492979574017227,368.0,nan
4,25.0,35.0,0.0,0.0,3.483974475413561,343.0,nan
4,27.5,32.5,0.0,0.0,3.2598523828200996,322.0,nan
4,30.0,30.0,0.0,0.0,3.0595064400695264,303.0,nan
4,32.5,27.5,0.0,0.0,2.888688552659005,287.0,nan
4,35.0,25.0,0.0,0.0,2.731126897968352,272.0,nan
4,37.5,22.5,0.0,0.0,2.5932566807605326,259.0,nan
4,40.0,20.0,0.0,0.0,2.459434643853456,246.0,nan
4,42.5,17.5,0.0,0.0,2.343911673873663,235.0,nan
4,45.0,15.0,0.0,0.0,2.238758083432913,225.0,nan
5,-45.0,15.0,0.0,0.0,2.8094583158381283,287.0,nan
5,-42.5,17.5,0.0,0.0,2.94313295930624,301.0,nan
5,-40.0,20.0,0.0,0.0,3.0943499132990837,317.0,nan
5,-37.5,22.5,0.0,0.0,3.250155903864652,333.0,nan
5,-35.0,25.0,0.0,0.0,3.4315315671265125,352.0,nan
5,-32.5,27.5,0.0,0.0,3.6326638124883175,373.0,nan
5,-30.0,30.0,0.0,0.0,3.854818611871451,396.0,nan
5,-27.5,32.5,0.0,0.0,4.1063832943327725,422.0,nan
5,-25.0,35.0,0.0,0.0,4.402946324087679,453.0,nan
5,-22.5,37.5,0.0,0.0,4.734068461693823,487.0,nan
5,-20.0,40.0,0.0,0.0,5.12379502505064,527.0,nan
5,-17.5,42.5,0.0,0.0,5.58451160416007,574.0,nan
5,-15.0,45.0,0.0,1.0,5.929281019140035,600.0,2.803640709324218
5,-12.5,47.5,0.0,1.0,6.119761216454208,600.0,2.2568918204331343
5,-10.0,50.0,0.0,1.0,6.319167967885733,600.0,1.754430765196219
5,-7.5,52.5,0.0,1.0,6.52756552118808,600.0,1.2918672349237894
5,-5.0,55.0,0.0,1.0,6.744870011694729,600.0,0.865491793720647
5,-2.5,57.5,1.0,1.0,6.970307256095111,600.0,0.4736020687707287
5,0.0,60.0,1.0,1.0,7.193688476458192,600.0,0.13798916530077668
5,2.5,57.5,1.0,1.0,7.185014528222382,600.0,0.2696491683362194
5,5.0,55.0,0.0,1.0,7.059962823055685,600.0,0.5800511966547012
5,7.5,52.5,0.0,1.0,6.951344900764525,600.0,0.8778260371863017
5,10.0,50.0,0.0,1.0,6.851394198834896,600.0,1.1586145096749074
5,12.5,47.5,0.0,1.0,6.741977350786328,600.0,1.4229080008889936
5,15.0,45.0,0.0,1.0,6.631205555051565,600.0,1.6716553079605416
5,17.5,42.5,0.0,1.0,6.523384667001665,600.0,1.9058012708134358
5,20.0,40.0,0.0,1.0,6.420377062633634,600.0,2.1261932165761954
5,22.5,37.5,0.0,1.0,6.322760934941471,600.0,2.3336038591100836
5,25.0,35.0,0.0,1.0,6.2304985746741295,600.0,2.5287114017567154
5,27.5,32.5,0.0,1.0,6.143497515935451,600.0,2.71216000591317
5,30.0,30.0,0.0,1.0,6.06175990588963,600.0,2.8845442856323555
5,32.5,27.5,0.0,1.0,5.98491901345551,600.0,3.046458079124376
5,35.0,25.0,0.0,1.0,5.913080424070358,600.0,3.1984792923195244
5,37.5,22.5,0.0,0.0,5.851500290445983,600.0,nan
5,40.0,20.0,0.0,0.0,5.718772817868739,590.0,nan
5,42.5,17.5,0.0,0.0,5.598127439152449,581.0,nan
5,45.0,15.0,0.0,0.0,5.495860191062093,574.0,nan
